Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Country.of.Origin,Variety,Processing.Method,Total.Cup.Points,GMM_Cluster,Hierarchical_Cluster,Spectral_Cluster,GMM_Max_Probability
7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.42,1,1,1,0.999133042133976
7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.42,1,1,1,0.9996044641968033
7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.42,1,1,1,0.9996532816174287
7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,Costa Rica,Caturra,Washed / Wet,83.42,1,1,1,0.9990256234623864
7.67,7.67,7.0,7.08,7.0,7.0,10.0,10.0,10.0,Taiwan,Unknown,Unknown,83.42,0,0,0,0.9590333756548467
7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,Uganda,SL14,Washed / Wet,83.42,1,1,1,0.9993525147292581
7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,Thailand,Catimor,Washed / Wet,83.42,1,1,1,0.9990094345276989
7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,El Salvador,Bourbon,Washed / Wet,83.42,1,1,1,0.9991330211660361
7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,Colombia,Caturra,Natural / Dry,83.42,1,1,1,0.999632784029619
7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,83.42,1,1,1,0.9944547001667945
7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,"Tanzania, United Republic Of",Bourbon,Washed / Wet,83.42,1,1,1,0.9996084204025326
7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,Colombia,Caturra,Washed / Wet,83.42,0,1,1,0.8052052671650021
7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,Guatemala,Bourbon,Natural / Dry,83.42,1,1,1,0.9986293124656648
7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,Guatemala,Caturra,Washed / Wet,83.42,1,1,1,0.9993552454653549
7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.42,1,1,1,0.9986399193745734
7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,United States (Hawaii),Hawaiian Kona,Natural / Dry,83.42,1,1,1,0.9991123822078084
7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.42,1,1,1,0.9993090187053612
7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,Colombia,Unknown,Unknown,83.42,1,1,1,0.9995429825502757
7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,10.0,United States (Hawaii),Unknown,Unknown,83.42,1,1,1,0.9979226713533468
7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,10.0,Thailand,Peaberry,Unknown,83.42,1,1,1,0.9890124645700242
7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,10.0,Mexico,Unknown,Unknown,83.38,0,1,1,0.9976345961477189
7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.33,1,1,1,0.9992909806047613
7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.33,1,1,1,0.9994281642227484
7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.33,1,1,1,0.9995041493248685
7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,Brazil,Catuai,Semi-washed / Semi-pulped,83.33,1,1,1,0.9979784241994153
7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,Mexico,Caturra,Washed / Wet,83.33,1,1,1,0.9995284454779949
7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.33,1,1,1,0.9985288251643661
7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,"Tanzania, United Republic Of",Other,Semi-washed / Semi-pulped,83.33,1,1,1,0.9995455824716817
7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,Mexico,Other,Washed / Wet,83.33,1,1,1,0.9996308453758713
7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,Costa Rica,Caturra,Washed / Wet,83.33,1,1,1,0.9996165619014183
7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,United States (Hawaii),Hawaiian Kona,Natural / Dry,83.33,1,1,1,0.9837809422127363
7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,Costa Rica,Catuai,Washed / Wet,83.33,1,1,1,0.9952698188854213
7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,Peru,Unknown,Washed / Wet,83.33,1,1,1,0.9972674283266675
7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,Haiti,Typica,Washed / Wet,83.33,1,1,1,0.9988352515204985
7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,Colombia,Caturra,Natural / Dry,83.33,1,1,1,0.9987589697085376
7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.33,1,1,1,0.9985164261473581
7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,10.0,United States (Hawaii),Hawaiian Kona,Natural / Dry,83.33,1,1,1,0.9985788643209602
7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,Burundi,Bourbon,Washed / Wet,83.33,1,1,1,0.9993367636356086
7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.33,1,1,1,0.9994684490752298
8.08,7.83,7.83,7.75,7.67,7.58,9.33,10.0,9.33,United States (Hawaii),Unknown,Unknown,83.33,1,1,1,0.9853212547797849
7.58,7.67,7.58,7.5,7.83,7.67,10.0,10.0,10.0,United States (Hawaii),Unknown,Unknown,83.33,1,1,1,0.9993031578850184
7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,83.25,1,1,1,0.998261651500258
7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,Costa Rica,Catuai,Pulped natural / honey,83.25,1,1,1,0.9985562974293137
7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,Costa Rica,Unknown,Washed / Wet,83.25,1,1,1,0.9994110099539897
7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,Guatemala,Pacas,Washed / Wet,83.25,1,1,1,0.9993730511542107
7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,Uganda,SL14,Washed / Wet,83.25,1,1,1,0.9992456417690563
7.58,7.67,7.42,7.5,7.67,7.42,10.0,10.0,10.0,Brazil,Unknown,Unknown,83.25,1,1,1,0.9994836196714192
7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,Colombia,Caturra,Natural / Dry,83.25,1,1,1,0.9950520515068665
7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,Mexico,Typica,Natural / Dry,83.25,1,1,1,0.9994502481829007
7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,Taiwan,Bourbon,Washed / Wet,83.25,1,1,1,0.9993681319268439
7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet,83.25,1,1,1,0.9955865504679339
7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,Colombia,Caturra,Natural / Dry,83.25,1,1,1,0.9996292543283529
7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,Guatemala,Caturra,Washed / Wet,83.25,1,1,1,0.9995271508757193
7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.25,1,1,1,0.9985539990376848
7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,Mexico,Bourbon,Washed / Wet,83.25,1,1,1,0.9995792181244336
7.58,7.75,7.83,8.0,8.08,7.67,9.33,10.0,9.33,United States (Hawaii),Hawaiian Kona,Natural / Dry,83.25,1,1,1,0.9508497622413148
7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,Mexico,Mundo Novo,Washed / Wet,83.25,1,1,1,0.9996143630506092
7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,Mexico,Caturra,Washed / Wet,83.25,1,1,1,0.9978059472562194
7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.25,1,1,1,0.9644254823026023
7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,83.25,1,1,1,0.9996469593481269
7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.25,1,1,1,0.9992265871361315
7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.25,1,1,1,0.9996412065919108
7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,Colombia,Unknown,Unknown,83.25,1,1,1,0.996306990905153
8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,Colombia,Unknown,Unknown,83.25,1,1,1,0.9942349907015092
7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,10.0,Colombia,Unknown,Unknown,83.25,1,1,1,0.9984512533994987
7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,83.17,1,1,1,0.9995420104928336
7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.17,1,1,1,0.9994689147578666
7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,"Tanzania, United Republic Of",Bourbon,Washed / Wet,83.17,1,1,1,0.9996504207186148
7.92,7.5,7.5,7.58,7.67,7.5,10.0,10.0,10.0,Peru,Unknown,Unknown,83.17,1,1,1,0.9991322034778366
7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,Vietnam,Catimor,Natural / Dry,83.17,0,1,1,0.9570611119337321
7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,10.0,Guatemala,Caturra,Washed / Wet,83.17,1,1,1,0.9994797659657134
7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,Honduras,Catuai,Washed / Wet,83.17,1,1,1,0.9996397986786303
7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,China,Catimor,Washed / Wet,83.17,1,1,1,0.9994432884860383
7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,China,Catimor,Washed / Wet,83.17,1,1,1,0.9995855793458992
7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,El Salvador,Bourbon,Washed / Wet,83.17,1,1,1,0.9971328980955678
7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.17,1,1,1,0.999242295049539
7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.17,1,1,1,0.9989695749610465
7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,Kenya,SL28,Washed / Wet,83.17,0,1,1,0.6729193351236873
7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,Thailand,Unknown,Washed / Wet,83.17,1,1,1,0.9994822587255004
7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,"Tanzania, United Republic Of",Other,Washed / Wet,83.17,1,1,1,0.9994519811524752
7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.17,1,1,1,0.9996115532352013
8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,Uganda,SL14,Washed / Wet,83.17,1,1,1,0.9970666069607635
7.58,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,Colombia,Unknown,Washed / Wet,83.17,1,1,1,0.9996169782204603
7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,Honduras,Catuai,Natural / Dry,83.17,1,1,1,0.9995462136742282
7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,Honduras,Caturra,Natural / Dry,83.17,1,1,1,0.9996397986786303
7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,Guatemala,Catuai,Washed / Wet,83.17,1,1,1,0.8871886961170666
7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,10.0,United States (Hawaii),Hawaiian Kona,Natural / Dry,83.17,1,1,1,0.9982545276363398
7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,"Tanzania, United Republic Of",Bourbon,Washed / Wet,83.17,1,1,1,0.9995650493349817
7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.17,1,1,1,0.9992059955838359
7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,83.17,1,1,1,0.9994952972473466
7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,83.17,1,1,1,0.9994653768017371
7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,10.0,Mexico,Pacamara,Washed / Wet,83.17,1,1,1,0.9995537324112809
7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.17,1,1,1,0.9935066905294474
7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,83.17,1,1,1,0.999521908117355
7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.17,1,1,1,0.9996441072302062
7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,83.17,1,1,1,0.9994460942575502
7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,Brazil,Mundo Novo,Natural / Dry,83.17,1,1,1,0.999583897244985
7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,Brazil,Mundo Novo,Natural / Dry,83.17,1,1,1,0.9990694775298148
7.75,7.5,7.67,7.5,7.92,8.0,10.0,10.0,9.33,Guatemala,Bourbon,Washed / Wet,83.17,1,1,1,0.9932113338656574
7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,Brazil,Mundo Novo,Semi-washed / Semi-pulped,83.17,1,1,1,0.9993756753724716
7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,10.0,Brazil,Unknown,Unknown,83.17,1,1,1,0.9993899971653472
7.42,7.83,8.17,8.08,7.17,7.58,10.0,9.33,10.0,El Salvador,Unknown,Unknown,83.17,0,1,1,0.733116598221996
7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,9.33,Ethiopia,Unknown,Unknown,83.17,1,1,1,0.9169443974103665
7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.08,1,1,1,0.9994435436726588
7.75,7.5,7.5,7.42,8.0,7.75,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.08,1,1,1,0.9967464224710887
7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,10.0,Brazil,Yellow Bourbon,Pulped natural / honey,83.08,1,1,1,0.9996175746932677
7.33,7.67,7.67,7.33,7.75,7.42,10.0,10.0,10.0,Brazil,Yellow Bourbon,Natural / Dry,83.08,1,1,1,0.9965216814286942
7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,Taiwan,Typica,Natural / Dry,83.08,1,1,1,0.9936563321946159
7.42,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,Brazil,Mundo Novo,Natural / Dry,83.08,1,1,1,0.9992229640114354
7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,10.0,Brazil,Bourbon,Washed / Wet,83.08,1,1,1,0.9986431175858018
7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,Costa Rica,Catuai,Washed / Wet,83.08,1,1,1,0.9989483488598662
7.33,7.75,7.58,7.33,7.83,7.67,10.0,10.0,10.0,United States (Hawaii),Hawaiian Kona,Natural / Dry,83.08,1,1,1,0.9963296425957356
7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,10.0,Taiwan,Typica,Other,83.08,1,1,1,0.9994580179489814
7.83,7.83,7.33,7.17,7.75,7.67,10.0,10.0,10.0,United States (Hawaii),Hawaiian Kona,Natural / Dry,83.08,1,1,1,0.9924800553682912
7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,Mexico,Other,Washed / Wet,83.08,1,1,1,0.9994814400160673
7.67,7.58,7.5,7.67,7.92,8.0,9.33,9.33,10.0,United States (Hawaii),Hawaiian Kona,Natural / Dry,83.08,1,1,1,0.9962339264694959
7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,10.0,United States (Hawaii),Hawaiian Kona,Washed / Wet,83.08,1,1,1,0.9979286265711408
7.33,7.33,7.33,7.58,7.25,8.08,10.0,10.0,10.0,Colombia,Caturra,Unknown,83.08,1,1,1,0.9545067547604169
7.83,7.75,7.33,7.25,7.42,7.92,10.0,10.0,10.0,Colombia,Unknown,Unknown,83.08,1,1,1,0.9928411304109613
7.67,7.58,7.5,7.58,7.67,7.58,10.0,10.0,10.0,Indonesia,Unknown,Unknown,83.08,1,1,1,0.9996799249691803
7.92,7.67,7.67,7.25,7.83,7.67,9.33,10.0,10.0,Guatemala,Unknown,Unknown,83.08,1,1,1,0.9945033148625935
7.58,7.5,7.5,7.75,7.67,7.5,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,83.0,1,1,1,0.9995286233885669
7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,83.0,1,1,1,0.9995801801340971
7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,83.0,1,1,1,0.9994677589340798
7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,10.0,Uganda,Bourbon,Washed / Wet,83.0,1,1,1,0.9991762857971829
7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,10.0,Uganda,Bourbon,Natural / Dry,83.0,1,1,1,0.9995664225371867
7.67,7.67,7.33,7.67,7.5,7.58,10.0,10.0,10.0,Colombia,Unknown,Unknown,83.0,1,1,1,0.9995509200842114
7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,10.0,Vietnam,Caturra,Other,83.0,1,1,1,0.999490557478588
7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,10.0,Guatemala,Catuai,Washed / Wet,83.0,1,1,1,0.9983185050319329
7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,10.0,Guatemala,Catuai,Washed / Wet,83.0,1,1,1,0.9992248972117198
7.83,7.67,7.25,7.67,7.75,7.5,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.0,1,1,1,0.9988095418316467
7.67,7.67,7.67,7.5,7.42,7.5,10.0,10.0,10.0,Brazil,Catuai,Natural / Dry,83.0,1,1,1,0.9993576403998455
7.92,7.92,7.83,7.58,7.33,7.25,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet,83.0,1,1,1,0.9690518104588794
7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,10.0,Uganda,SL14,Washed / Wet,83.0,1,1,1,0.9994851993608305
7.67,7.5,7.67,7.83,7.75,7.83,10.0,10.0,9.33,United States (Puerto Rico),Other,Washed / Wet,83.0,1,1,1,0.998516141205271
7.67,7.67,7.42,7.83,7.5,7.5,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.0,1,1,1,0.999400005635563
7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,Costa Rica,Catuai,Washed / Wet,83.0,1,1,1,0.9996564247520073
7.75,7.58,7.42,7.67,7.42,7.67,10.0,10.0,10.0,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,83.0,1,1,1,0.9995050321400536
7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.0,1,1,1,0.9966255712037867
7.83,7.5,7.58,7.33,7.5,7.67,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.0,1,1,1,0.9988582006844368
7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,10.0,Colombia,Caturra,Natural / Dry,83.0,1,1,1,0.9974426780290407
7.58,7.75,7.42,7.67,7.58,7.42,10.0,10.0,10.0,Colombia,Caturra,Natural / Dry,83.0,1,1,1,0.9994525209713521
7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.0,1,1,1,0.9994626698553645
7.67,7.58,7.42,7.5,7.67,7.58,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,83.0,1,1,1,0.9996285269054332
7.67,7.83,7.5,7.58,7.58,7.67,9.33,10.0,10.0,Mexico,Typica,Semi-washed / Semi-pulped,83.0,1,1,1,0.9994483375032349
7.5,7.67,7.5,7.5,7.58,7.58,10.0,10.0,10.0,Mexico,Bourbon,Washed / Wet,83.0,1,1,1,0.9995971960402747
7.67,7.58,7.5,7.5,7.75,7.5,10.0,10.0,10.0,Colombia,Arusha,Natural / Dry,83.0,1,1,1,0.9995386228153618
7.75,7.58,7.5,7.67,7.83,7.75,9.33,10.0,10.0,Colombia,Caturra,Washed / Wet,83.0,1,1,1,0.9992359455441394
7.67,7.58,7.58,7.58,7.67,7.42,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.0,1,1,1,0.9995505745338694
7.5,7.67,7.5,7.67,7.5,7.83,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.0,1,1,1,0.9993480874181259
7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.0,1,1,1,0.9994826838748516
7.33,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,Thailand,Unknown,Unknown,83.0,1,1,1,0.9987660444926303
7.33,7.67,7.58,7.33,7.58,7.92,10.0,10.0,10.0,Colombia,Unknown,Unknown,83.0,1,1,1,0.995943369871213
7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,United States (Hawaii),Unknown,Unknown,83.0,1,1,1,0.9923110921613958
7.5,7.58,7.42,7.58,7.58,7.67,10.0,10.0,10.0,United States (Hawaii),Unknown,Unknown,83.0,1,1,1,0.9996130034359532
7.5,7.58,7.67,7.67,7.58,7.58,10.0,10.0,10.0,Colombia,Unknown,Unknown,83.0,1,1,1,0.9995120897214317
7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,Nicaragua,Caturra,Unknown,83.0,1,1,1,0.9463135788232765
7.5,7.25,7.42,7.75,8.17,7.5,10.0,10.0,10.0,Thailand,Unknown,Unknown,83.0,1,1,1,0.9529196369113099
7.67,7.58,7.5,7.58,7.58,7.5,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,82.92,1,1,1,0.9996779386812086
7.5,7.5,7.75,7.58,7.92,7.83,10.0,10.0,9.33,El Salvador,Bourbon,Washed / Wet,82.92,1,1,1,0.9965159553362681
7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.92,1,1,1,0.9993289246139373
7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,10.0,Taiwan,Caturra,Natural / Dry,82.92,1,1,1,0.9912686668590621
7.58,7.58,7.5,7.5,7.58,7.58,10.0,10.0,10.0,Ethiopia,Ethiopian Heirlooms,Washed / Wet,82.92,1,1,1,0.9996684029745255
7.5,7.58,7.67,7.33,7.5,7.75,10.0,10.0,10.0,Taiwan,Typica,Natural / Dry,82.92,1,1,1,0.9987797088985549
7.58,7.58,7.67,7.58,7.5,7.5,10.0,10.0,10.0,Philippines,Other,Washed / Wet,82.92,1,1,1,0.9995302811534907
8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,10.0,Philippines,Other,Washed / Wet,82.92,1,1,1,0.991321164436987
7.83,7.67,7.25,7.58,7.5,7.5,10.0,10.0,10.0,Mexico,Typica,Natural / Dry,82.92,1,1,1,0.9990578330865185
7.75,7.67,7.42,7.42,7.75,7.5,10.0,10.0,10.0,Mexico,Bourbon,Washed / Wet,82.92,1,1,1,0.9992868516801862
7.08,7.5,7.5,7.83,7.75,7.67,10.0,10.0,10.0,Brazil,Moka Peaberry,Semi-washed / Semi-pulped,82.92,1,1,1,0.9853412737277025
8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,10.0,Uganda,SL14,Washed / Wet,82.92,1,1,1,0.9969878168854499
7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,10.0,Uganda,SL14,Washed / Wet,82.92,1,1,1,0.9995417637326868
7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.92,1,1,1,0.9995386796489659
7.67,7.83,7.42,7.5,7.33,7.5,10.0,10.0,10.0,Guatemala,Caturra,Natural / Dry,82.92,1,1,1,0.9987891082675728
7.58,7.58,7.25,7.58,7.58,7.58,10.0,10.0,10.0,Guatemala,Unknown,Washed / Wet,82.92,1,1,1,0.9994569713448539
7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.92,1,1,1,0.9987465660196116
7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,10.0,Colombia,Caturra,Natural / Dry,82.92,1,1,1,0.9989532872685313
7.83,7.75,7.25,7.92,7.5,7.17,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.92,1,1,1,0.9874632520061568
7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,10.0,Colombia,Other,Washed / Wet,82.92,1,1,1,0.9993064453829702
7.58,7.58,7.33,7.25,7.58,7.75,10.0,10.0,10.0,Mexico,Typica,Natural / Dry,82.92,1,1,1,0.9984914560648376
7.67,7.33,7.17,7.58,8.08,7.42,10.0,10.0,10.0,Vietnam,Other,Natural / Dry,82.92,1,1,1,0.9749585752492312
8.0,7.92,7.67,7.17,7.67,7.42,9.33,10.0,10.0,Mexico,Typica,Washed / Wet,82.92,1,1,1,0.9650275614971391
7.5,7.5,7.5,7.42,7.67,7.83,10.0,10.0,10.0,United States (Hawaii),Hawaiian Kona,Washed / Wet,82.92,1,1,1,0.999083672344165
7.5,7.75,7.33,7.75,7.08,7.83,10.0,10.0,10.0,Colombia,Unknown,Unknown,82.92,1,1,1,0.9877843783139157
7.42,7.58,7.5,7.17,7.5,8.0,10.0,10.0,10.0,Thailand,Unknown,Unknown,82.92,1,1,1,0.9887521492292387
7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,10.0,Kenya,SL28,Washed / Wet,82.83,1,1,1,0.9995892715716151
7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.83,1,1,1,0.9995278305507788
7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,10.0,Brazil,Yellow Bourbon,Pulped natural / honey,82.83,1,1,1,0.9995100205135918
